time	V(n005)
6.389286857992615e-005	-1.209558e+001
6.417858057992942e-005	-1.220988e+001
6.446429257993269e-005	-1.213013e+001
6.475000457993596e-005	-1.185837e+001
6.503571657993923e-005	-1.139957e+001
6.532142857994250e-005	-1.076147e+001
6.560714057994577e-005	-9.954434e+000
6.589285257994904e-005	-8.991275e+000
6.617856457995230e-005	-7.887064e+000
6.646427657995557e-005	-6.658932e+000
6.674998857995884e-005	-5.325828e+000
6.703570057996211e-005	-3.908286e+000
6.732141257996538e-005	-2.428156e+000
6.760712457996865e-005	-9.083246e-001
6.789283657997192e-005	6.275924e-001
6.817854857997518e-005	2.155574e+000
6.846426057997845e-005	3.651545e+000
6.874997257998172e-005	5.091753e+000
6.903568457998499e-005	6.453156e+000
6.932139657998826e-005	7.713826e+000
6.960710857999153e-005	8.853340e+000
6.989282057999480e-005	9.853134e+000
7.017853257999807e-005	1.071286e+001
7.035521804783090e-005	1.116189e+001
7.050761710965248e-005	1.149152e+001
7.058455773775035e-005	1.163737e+001
7.067645907001680e-005	1.179181e+001
7.077140201620924e-005	1.193250e+001
7.087003751656690e-005	1.205276e+001
7.102823991803065e-005	1.219652e+001
7.118832821839671e-005	1.227871e+001
7.142244109099860e-005	1.231967e+001
7.142799999999838e-005	1.231930e+001
